Author username,Author tag,Author avatar,Is bot,Date,Content,Mentions,Attachments,Embed 1,Embed 1 thumbnail,Embed 1 image,Embed 1 video,Embed 1 url
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/25/2023 6:14:32 PM,ok,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/25/2023 6:14:27 PM,do you have anything?,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/25/2023 6:14:25 PM,i don't want to read the whole book in search of evidence,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/25/2023 6:14:11 PM,and now I have nothing for the socratic seminar,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/25/2023 6:14:03 PM,i was sick for a lot of the time we were looking at evidence of in the time of the butterflies,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/25/2023 6:13:47 PM,i need your help,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/25/2023 6:13:44 PM,aadi,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/20/2023 8:46:54 PM,sup,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/20/2023 7:52:37 PM,yooooo,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/19/2023 8:55:20 PM,lol,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/19/2023 8:23:13 PM,lmao i've seen this short before,ElvisTheDino#7823,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/18/2023 5:16:32 PM,It's Aadi Belwal as a baby,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/18/2023 5:16:23 PM,https://youtube.com/shorts/8ihBIZ1M_KI?feature=share#yagh ft,,,"She-Hulk got some competition ig 😅 

#indiatvserial  #nazar #indiantv",https://i.ytimg.com/vi/8ihBIZ1M_KI/maxresdefault.jpg,,https://www.youtube.com/embed/8ihBIZ1M_KI,https://www.youtube.com/shorts/8ihBIZ1M_KI
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/11/2023 8:32:08 PM,nice find,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/11/2023 8:32:04 PM,ill watch later,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,1/11/2023 8:32:03 PM,omg,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:27:32 PM,full movie,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:27:29 PM,https://www.youtube.com/watch?v=XziLNeFm1ok,,,"Dubbed by TheThirdGathers

EDIT 1/3/17: In seeing how recent media coverage has been giving this video a big boost in popularity, I would like to give a shoutout to Frontwire Studios (http://www.frontwirestudios.com), who is working tirelessly to create a cyberpunk-themed shooter with mechanics inspired by those from the cancelled Star Wars Batt...",https://i.ytimg.com/vi/XziLNeFm1ok/maxresdefault.jpg,,https://www.youtube.com/embed/XziLNeFm1ok,https://www.youtube.com/watch?v=XziLNeFm1ok
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:25:11 PM,HE IS A BIG,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:24:44 PM,"""R2, do you is fucking""",,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:24:06 PM,He is in my behind 💀,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:23:42 PM,of revenge of the sith,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:23:38 PM,these are the actual subtitles for the chineese bootleg version,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,1/11/2023 8:23:28 PM,https://www.youtube.com/watch?v=H9VVkwRb_7M,,,"I tried to keep these highlights short enough to avoid copyright issues, but we'll see how it turns out, the video may get taken down anyway.",https://i.ytimg.com/vi/H9VVkwRb_7M/maxresdefault.jpg,,https://www.youtube.com/embed/H9VVkwRb_7M,https://www.youtube.com/watch?v=H9VVkwRb_7M
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/21/2022 8:20:22 AM,he has linkendin,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/21/2022 8:20:20 AM,yoooo,ElvisTheDino#7823,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 7:46:36 PM,the real teto,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 7:46:34 PM,yooooooooooooooo,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 7:46:30 PM,https://www.linkedin.com/in/john-li-b22414221?trk=public_profile_browsemap,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 4:08:34 PM,bro i'm so hyped for secret invasion,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 4:07:57 PM,nikhil shrivastava?,Xenon757#9974,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 4:07:35 PM,2 parties lol,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 4:07:30 PM,yep,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/20/2022 4:07:26 PM,Thursday is free tho,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/20/2022 4:07:23 PM,oof,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 4:07:14 PM,,,https://cdn.discordapp.com/attachments/877367376688062525/1054912897584738334/Screen_Shot_2022-12-20_at_4.07.10_PM.png,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 4:07:00 PM,tomorrow is painful,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/20/2022 4:05:52 PM,hi,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/20/2022 4:05:23 PM,yo,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:07:46 PM,LOL,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:07:14 PM,alr this is what im gonna do the hour before my us gov final,,https://cdn.discordapp.com/attachments/877367376688062525/1053538843804049528/Screen_Shot_2022-12-16_at_9.06.53_PM.png,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:06:37 PM,lolllll,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:06:27 PM,I feel like if someone makes a long enough message they could actually crash the servers,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:06:24 PM,IKR,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:06:17 PM,why is there no character limit tho,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:05:54 PM,nice,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:05:49 PM,lol,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:05:33 PM,ok I deleted it,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:05:00 PM,lmao,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:04:57 PM,Antonio responded loo,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:04:54 PM,and add a character limit,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:04:50 PM,they should fix that,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:04:46 PM,I didn't think it would work,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:04:42 PM,yea,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:04:08 PM,You better delete that or you're toast lol,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:03:39 PM,I just accidentally publicliy posted the entirety of the communist manifesto,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 9:03:34 PM,Lol,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:03:31 PM,when I made my post I didn't think it would work,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:03:21 PM,holy shit,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:03:20 PM,on schoology posts,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:03:17 PM,THERE'S NO CHARACTER LIMIT,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 9:03:13 PM,BRO,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 4:44:17 PM,lol,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 4:44:14 PM,I forgot that server existed,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 4:44:08 PM,oh true,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 4:43:53 PM,You should put them in f period bio,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 4:43:23 PM,ayo,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 4:43:22 PM,these are from oc,,,,,,,
ElvisTheDino,#7823,https://cdn.discordapp.com/avatars/870433577433706526/0029f802282ca4894889c6b282af682c.png,No,12/16/2022 4:43:22 PM,WHAT IS THIS LECTURE,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 4:43:07 PM,"""Gay people will come to my uncle's house and attack him in bed""",,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 4:42:49 PM,"""All gay men are rapists""",,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 4:42:45 PM,I have the most insane out of context quotes,,,,,,,
Xenon757,#9974,https://cdn.discordapp.com/avatars/618916724493778985/da020f9ea416e5fcde8d3ae30f074355.png,No,12/16/2022 4:42:40 PM,oc had the most insane lecture in prime,,,,,,,
